,BirdID,Brood.code,Chick.code,social.fem,social.male,Age,Date,Year,Time,Mass,Chick.order,Air.temp,max.temp,CF.brood.no,f.cc,femID,m.cc,maleID,maxage,surv
1742,10689,T034,CT0105,BW/MC,NM/BD,5,09/06/2019,2019,09:12:00,9.2,4,18.1,36.90652967,NA,BW/MC,10578,NM/BD,9459,12,0
1743,10689,T034,CT0105,BW/MC,NM/BD,10,14/06/2019,2019,10:52:00,14.2,4,17.8,38.65477021,NA,BW/MC,10578,NM/BD,9459,12,0
1744,10689,T034,CT0105,BW/MC,NM/BD,12,16/06/2019,2019,11:52:00,15.2,3,20.6,39.18057872,NA,BW/MC,10578,NM/BD,9459,12,1
1748,10690,T041,CT0106,YN/MV,BV/MB,2,06/06/2019,2019,09:03:00,2.5,3,18.4,32.20600582,T034,YN/MV,9931,BV/MB,8649,12,0
1747,10690,T034,CT0106,BW/MC,NM/BD,5,09/06/2019,2019,09:12:00,7.2,2,18,38.22208496,NA,BW/MC,10578,NM/BD,9459,12,0
1745,10690,T034,CT0106,BW/MC,NM/BD,10,14/06/2019,2019,10:52:00,13.1,1,17.7,36.7744143,NA,BW/MC,10578,NM/BD,9459,12,0
1746,10690,T034,CT0106,BW/MC,NM/BD,12,16/06/2019,2019,11:52:00,13,1,20.6,38.83609129,NA,BW/MC,10578,NM/BD,9459,12,1
1754,10691,T043,CT0107,NV/MV,NA,2,06/06/2019,2019,08:06:00,3.8,1,17.1,31.57866794,T031,NV/MV,9955,NA,NA,12,0
1749,10687,T034,CT0103,BW/MC,NM/BD,5,09/06/2019,2019,09:12:00,10.9,3,18.3,34.78133153,NA,BW/MC,10578,NM/BD,9459,12,0
1752,10691,T031,CT0107,NA,NM/YR,5,09/06/2019,2019,09:37:00,8.8,2,18.3,34.78133153,NA,NA,NA,NM/YR,9449,12,0
1750,10691,T031,CT0107,NA,NM/YR,10,14/06/2019,2019,11:15:00,18.2,1,18.3,38.25907077,NA,NA,NA,NM/YR,9449,12,0
1755,10691,T031,CT0107,NA,NM/YR,12,16/06/2019,2019,10:42:00,20.8,1,17.9,39.55281885,NA,NA,NA,NM/YR,9449,12,1
1758,10692,T043,CT0108,NV/MV,NA,2,06/06/2019,2019,08:06:00,4.3,2,17.1,31.59754135,T031,NV/MV,9955,NA,NA,12,0
1756,10692,T031,CT0108,NA,NM/YR,5,09/06/2019,2019,09:37:00,10,3,18.3,34.15978727,NA,NA,NA,NM/YR,9449,12,0
1759,10692,T031,CT0108,NA,NM/YR,10,14/06/2019,2019,11:15:00,17.8,2,18.3,38.9442634,NA,NA,NA,NM/YR,9449,12,0
1757,10692,T031,CT0108,NA,NM/YR,12,16/06/2019,2019,10:42:00,20,3,18.1,39.60615629,NA,NA,NA,NM/YR,9449,12,1
1763,10693,T043,CT0109,NV/MV,NA,2,06/06/2019,2019,08:06:00,2.7,3,17.2,30.11933101,T031,NV/MV,9955,NA,NA,12,0
1761,10693,T031,CT0109,NA,NM/YR,5,09/06/2019,2019,09:37:00,6.7,1,18.3,32.88873981,NA,NA,NA,NM/YR,9449,12,0
1760,10693,T031,CT0109,NA,NM/YR,10,14/06/2019,2019,11:15:00,13.9,4,18.4,38.90834346,NA,NA,NA,NM/YR,9449,12,0
1762,10693,T031,CT0109,NA,NM/YR,12,16/06/2019,2019,10:42:00,14.9,4,18.1,37.35637525,NA,NA,NA,NM/YR,9449,12,1
1764,10696,T038,CT0112,RY/MN,BC/MC,2,07/06/2019,2019,11:38:00,5.4,1,14.2,30.15844968,T039,RY/MN,9951,BC/MC,10580,2,1
1765,10697,T038,CT0113,RY/MN,BC/MC,2,07/06/2019,2019,11:38:00,4.6,2,14.2,30.109745,T039,RY/MN,9951,BC/MC,10580,2,1
1766,10698,T038,CT0114,RY/MN,BC/MC,2,07/06/2019,2019,11:38:00,6.5,3,14.2,29.43176841,T039,RY/MN,9951,BC/MC,10580,2,1
1768,10699,T032,CT0115,NA,NA,2,07/06/2019,2019,11:22:00,4,1,14.4,32.43103495,T040,NA,NA,NA,NA,12,0
1770,10699,T040,CT0115,NM/VV,WW/MN,5,10/06/2019,2019,09:11:00,7.5,1,14.3,31.32248829,NA,NM/VV,9562,WW/MN,9633,12,0
1767,10699,T040,CT0115,NM/VV,WW/MN,10,15/06/2019,2019,11:18:00,16.4,1,18.2,39.52046233,NA,NM/VV,9562,WW/MN,9633,12,0
1769,10699,T040,CT0115,NM/VV,WW/MN,12,17/06/2019,2019,07:43:00,17.3,2,16.1,36.28819365,NA,NM/VV,9562,WW/MN,9633,12,1
1773,10700,T032,CT0116,NA,NA,2,07/06/2019,2019,11:22:00,4.7,2,14.4,32.88351985,T040,NA,NA,NA,NA,12,0
1771,10700,T040,CT0116,NM/VV,WW/MN,5,10/06/2019,2019,09:11:00,10.6,2,14.4,33.66922656,NA,NM/VV,9562,WW/MN,9633,12,0
1774,10700,T040,CT0116,NM/VV,WW/MN,10,15/06/2019,2019,11:18:00,18.1,2,18.2,37.33788637,NA,NM/VV,9562,WW/MN,9633,12,0
1772,10700,T040,CT0116,NM/VV,WW/MN,12,17/06/2019,2019,07:43:00,18.4,1,16.2,38.70791942,NA,NM/VV,9562,WW/MN,9633,12,1
1777,10701,T032,CT0117,NA,NA,2,07/06/2019,2019,11:22:00,3.7,3,14.4,31.00833022,T040,NA,NA,NA,NA,10,0
1775,10701,T040,CT0117,NM/VV,WW/MN,5,10/06/2019,2019,09:11:00,7.1,3,14.5,33.74387502,NA,NM/VV,9562,WW/MN,9633,10,0
1776,10701,T040,CT0117,NM/VV,WW/MN,10,15/06/2019,2019,11:18:00,9.8,3,18.2,35.74819121,NA,NM/VV,9562,WW/MN,9633,10,1
1780,10702,T032,CT0118,NA,NA,2,07/06/2019,2019,11:22:00,4.2,4,14.4,31.47853618,NA,NA,NA,NA,NA,12,0
1781,10702,T032,CT0118,NA,NA,5,10/06/2019,2019,09:42:00,9.3,1,16.4,35.7,NA,NA,NA,NA,NA,12,0
1779,10702,T032,CT0118,NA,NA,10,15/06/2019,2019,11:27:00,20.4,2,18.2,38.686146,NA,NA,NA,NA,NA,12,0
1778,10702,T032,CT0118,NA,NA,12,17/06/2019,2019,08:05:00,19.7,2,16.2,37.84043012,NA,NA,NA,NA,NA,12,1
1783,10703,T032,CT0119,NA,NA,2,07/06/2019,2019,11:22:00,3.3,5,14.4,29.089142,NA,NA,NA,NA,NA,12,0
1782,10703,T032,CT0119,NA,NA,5,10/06/2019,2019,09:42:00,7.2,3,16.4,33.55379575,NA,NA,NA,NA,NA,12,0
1784,10703,T032,CT0119,NA,NA,10,15/06/2019,2019,11:27:00,14.5,1,18.2,37.69207143,NA,NA,NA,NA,NA,12,0
1785,10703,T032,CT0119,NA,NA,12,17/06/2019,2019,08:05:00,13.7,1,16.2,33.83002172,NA,NA,NA,NA,NA,12,1
1789,10705,T039,CT0120,CY/MW,BM/OV,2,07/06/2019,2019,11:12:00,2.4,1,14.3,22.4855636,T038,CY/MW,10339,BM/OV,8567,12,0
1788,10705,T038,CT0120,RY/MN,BC/MC,5,10/06/2019,2019,08:57:00,6.8,3,13.4,31.50724454,NA,RY/MN,9951,BC/MC,10580,12,0
1787,10705,T038,CT0120,RY/MN,BC/MC,10,15/06/2019,2019,10:12:00,13.6,2,17.5,39.31307739,NA,RY/MN,9951,BC/MC,10580,12,0
1786,10705,T038,CT0120,RY/MN,BC/MC,12,17/06/2019,2019,08:44:00,13.8,2,16.8,35.4277278,NA,RY/MN,9951,BC/MC,10580,12,1
1790,10706,T039,CT0121,CY/MW,BM/OV,2,07/06/2019,2019,13:01:00,4.2,2,14.2,23.4,T038,CY/MW,10339,BM/OV,8567,12,0
1793,10706,T038,CT0121,RY/MN,BC/MC,5,10/06/2019,2019,08:57:00,9.1,2,13.4,35.81941255,NA,RY/MN,9951,BC/MC,10580,12,0
1792,10706,T038,CT0121,RY/MN,BC/MC,10,15/06/2019,2019,10:12:00,18.6,1,17.5,34.37795723,NA,RY/MN,9951,BC/MC,10580,12,0
1791,10706,T038,CT0121,RY/MN,BC/MC,12,17/06/2019,2019,08:44:00,18.6,3,16.8,38.05624822,NA,RY/MN,9951,BC/MC,10580,12,1
1797,10707,T039,CT0122,CY/MW,BM/OV,2,07/06/2019,2019,11:12:00,4.9,3,14.2,24.18568681,T038,CY/MW,10339,BM/OV,8567,12,0
1795,10707,T038,CT0122,RY/MN,BC/MC,5,10/06/2019,2019,08:57:00,10.4,1,13.5,32.98044351,NA,RY/MN,9951,BC/MC,10580,12,0
1794,10707,T038,CT0122,RY/MN,BC/MC,10,15/06/2019,2019,10:12:00,18,3,17.5,20.16678331,NA,RY/MN,9951,BC/MC,10580,12,0
1796,10707,T038,CT0122,RY/MN,BC/MC,12,17/06/2019,2019,08:44:00,18,1,16.7,36.8462014,NA,RY/MN,9951,BC/MC,10580,12,1
1799,10708,T040,CT0123,NM/VV,WW/MN,2,07/06/2019,2019,11:02:00,3.6,1,14.5,29.7830413,T032,NM/VV,9562,WW/MN,9633,10,0
1800,10708,T032,CT0123,NA,NA,5,10/06/2019,2019,09:42:00,6.2,4,16.4,33.73090746,NA,NA,NA,NA,NA,10,0
1798,10708,T032,CT0123,NA,NA,10,15/06/2019,2019,11:27:00,7,5,18.2,34.69385563,NA,NA,NA,NA,NA,10,1
1803,10709,T040,CT0124,NM/VV,WW/MN,2,07/06/2019,2019,11:02:00,4.7,2,14.5,29.83188117,T032,NM/VV,9562,WW/MN,9633,12,0
1804,10709,T032,CT0124,NA,NA,5,10/06/2019,2019,09:42:00,10.2,5,16.4,34.23712616,NA,NA,NA,NA,NA,12,0
1801,10709,T032,CT0124,NA,NA,10,15/06/2019,2019,11:27:00,17.7,4,18.2,39.18292285,NA,NA,NA,NA,NA,12,0
1802,10709,T032,CT0124,NA,NA,12,17/06/2019,2019,08:05:00,18.2,4,16.4,37.05322512,NA,NA,NA,NA,NA,12,1
1806,10710,T040,CT0125,NM/VV,WW/MN,2,07/06/2019,2019,11:02:00,4.1,3,14.5,29.09775872,T032,NM/VV,9562,WW/MN,9633,12,0
1808,10710,T032,CT0125,NA,NA,5,10/06/2019,2019,09:42:00,8.9,2,16.4,34.10783929,NA,NA,NA,NA,NA,12,0
1805,10710,T032,CT0125,NA,NA,10,15/06/2019,2019,11:27:00,13.4,3,18.2,36.74713329,NA,NA,NA,NA,NA,12,0
1807,10710,T032,CT0125,NA,NA,12,17/06/2019,2019,08:05:00,14.2,3,16.3,35.98352265,NA,NA,NA,NA,NA,12,1
1810,10711,T035,CT0126,GM/VD,OD/MW,2,07/06/2019,2019,09:12:00,4.9,1,17.5,29.98292462,T042,GM/VD,8188,OD/MW,4976,12,0
1812,10711,T042,CT0126,NA,RN/MY,5,10/06/2019,2019,08:26:00,11.4,1,16.7,32.7,NA,NA,NA,RN/MY,9233,12,0
1811,10711,T042,CT0126,NA,RN/MY,10,15/06/2019,2019,09:22:00,18.6,1,18,36.97858391,NA,NA,NA,RN/MY,9233,12,0
1809,10711,T042,CT0126,NA,RN/MY,12,17/06/2019,2019,09:39:00,22.2,2,17.2,38.97764194,NA,NA,NA,RN/MY,9233,12,1
1816,10712,T042,CT0127,NA,RN/MY,2,07/06/2019,2019,09:18:00,4.4,1,17.1,22.76854242,T035,NA,NA,RN/MY,9233,12,0
1813,10712,T035,CT0127,GM/VD,OD/MW,5,10/06/2019,2019,08:10:00,9.1,1,16.9,33.75464079,NA,GM/VD,8188,OD/MW,4976,12,0
1814,10712,T035,CT0127,GM/VD,OD/MW,10,15/06/2019,2019,09:18:00,17.6,1,17.9,35.9941494,NA,GM/VD,8188,OD/MW,4976,12,0
1815,10712,T035,CT0127,GM/VD,OD/MW,12,17/06/2019,2019,09:54:00,20.4,1,17.2,38.75727401,NA,GM/VD,8188,OD/MW,4976,12,1
1820,10713,T042,CT0128,NA,RN/MY,2,07/06/2019,2019,09:18:00,2.9,2,17.1,22.35080523,NA,NA,NA,RN/MY,9233,12,0
1818,10713,T042,CT0128,NA,RN/MY,5,10/06/2019,2019,08:26:00,6.7,2,16.7,33.40361254,NA,NA,NA,RN/MY,9233,12,0
1819,10713,T042,CT0128,NA,RN/MY,10,15/06/2019,2019,09:22:00,10.9,2,18,34.1,NA,NA,NA,RN/MY,9233,12,0
1817,10713,T042,CT0128,NA,RN/MY,12,17/06/2019,2019,09:29:00,12,1,17.2,36.42138425,NA,NA,NA,RN/MY,9233,12,1
1824,10714,T042,CT0129,NA,RN/MY,2,07/06/2019,2019,09:18:00,4.2,3,17.1,24.31453925,NA,NA,NA,RN/MY,9233,12,0
1823,10714,T042,CT0129,NA,RN/MY,5,10/06/2019,2019,08:26:00,7.8,3,16.7,29.66329001,NA,NA,NA,RN/MY,9233,12,0
1821,10714,T042,CT0129,NA,RN/MY,10,15/06/2019,2019,09:22:00,14.3,3,18.1,36.10558825,NA,NA,NA,RN/MY,9233,12,0
1822,10714,T042,CT0129,NA,RN/MY,12,17/06/2019,2019,09:29:00,15.3,3,17.2,37.23759422,NA,NA,NA,RN/MY,9233,12,1
1827,10715,T014,CT0130,YM/RB,NA,5,08/06/2019,2019,09:13:00,7.8,1,12.5,34.51659724,NA,YM/RB,9033,NA,NA,12,0
1826,10715,T014,CT0130,YM/RB,NA,10,13/06/2019,2019,06:50:00,16.8,2,11.9,38.20889057,NA,YM/RB,9033,NA,NA,12,0
1825,10715,T014,CT0130,YM/RB,NA,12,15/06/2019,2019,06:26:00,20.2,1,15,41.63860412,NA,YM/RB,9033,NA,NA,12,1
1828,10719,T044,CT0134,WM/CO,NB/YM,2,08/06/2019,2019,08:09:00,2.8,1,14.7,30.87492422,T046,WM/CO,10581,NB/YM,9093,12,0
1831,10719,T046,CT0134,OY/WM,WM/WV,5,11/06/2019,2019,08:42:00,9.2,1,14.9,27.65185394,NA,OY/WM,10154,WM/WV,10535,12,0
1830,10719,T046,CT0134,OY/WM,WM/WV,10,16/06/2019,2019,09:48:00,14.9,1,16.9,33.06347173,NA,OY/WM,10154,WM/WV,10535,12,0
1829,10719,T046,CT0134,OY/WM,WM/WV,12,18/06/2019,2019,08:33:00,18,2,20.4,39.16910149,NA,OY/WM,10154,WM/WV,10535,12,1
1833,10720,T044,CT0135,WM/CO,NB/YM,2,08/06/2019,2019,08:09:00,5.2,2,14.7,28.89175304,T046,WM/CO,10581,NB/YM,9093,12,0
1832,10720,T046,CT0135,OY/WM,WM/WV,5,11/06/2019,2019,08:42:00,11.2,2,14.9,27.21524635,NA,OY/WM,10154,WM/WV,10535,12,0
1835,10720,T046,CT0135,OY/WM,WM/WV,10,16/06/2019,2019,09:48:00,20,2,16.9,35.43725681,NA,OY/WM,10154,WM/WV,10535,12,0
1834,10720,T046,CT0135,OY/WM,WM/WV,12,18/06/2019,2019,08:33:00,21.7,1,20.5,39.05979184,NA,OY/WM,10154,WM/WV,10535,12,1
1836,10721,T044,CT0136,WM/CO,NB/YM,2,08/06/2019,2019,08:09:00,5.6,3,14.7,29.48122639,NA,WM/CO,10581,NB/YM,9093,12,0
1839,10721,T044,CT0136,WM/CO,NB/YM,5,11/06/2019,2019,10:20:00,10.5,3,12.7,33.87690146,NA,WM/CO,10581,NB/YM,9093,12,0
1838,10721,T044,CT0136,WM/CO,NB/YM,10,16/06/2019,2019,09:39:00,13.6,1,16.6,36.44429963,NA,WM/CO,10581,NB/YM,9093,12,0
1837,10721,T044,CT0136,WM/CO,NB/YM,12,18/06/2019,2019,10:07:00,15.5,1,19.5,39.36265038,NA,WM/CO,10581,NB/YM,9093,12,1
1843,10722,T044,CT0137,WM/CO,NB/YM,2,08/06/2019,2019,08:09:00,5.7,4,14.8,28.90797093,NA,WM/CO,10581,NB/YM,9093,12,0
1841,10722,T044,CT0137,WM/CO,NB/YM,5,11/06/2019,2019,10:20:00,10.6,4,12.7,32.21003669,NA,WM/CO,10581,NB/YM,9093,12,0
1842,10722,T044,CT0137,WM/CO,NB/YM,10,16/06/2019,2019,09:39:00,14.8,3,16.7,36.37981543,NA,WM/CO,10581,NB/YM,9093,12,0
1840,10722,T044,CT0137,WM/CO,NB/YM,12,18/06/2019,2019,10:07:00,18.9,2,19.5,39.44703846,NA,WM/CO,10581,NB/YM,9093,12,1
1846,10724,T033,CT0139,NA,MW/OB,5,08/06/2019,2019,08:53:00,3.8,3,15.3,30.35855765,NA,NA,NA,MW/OB,10197,12,0
1845,10724,T033,CT0139,NA,MW/OB,10,13/06/2019,2019,10:45:00,6.6,3,14.4,32.8717798,NA,NA,NA,MW/OB,10197,12,0
1844,10724,T033,CT0139,NA,MW/OB,12,15/06/2019,2019,10:20:00,6.2,1,17.7,32.38830741,NA,NA,NA,MW/OB,10197,12,1
1847,10725,T046,CT0140,OY/WM,WM/WV,2,08/06/2019,2019,07:12:00,4.5,1,14.9,29.96031106,TO47,OY/WM,10154,WM/WV,10535,12,0
1849,10725,T047,CT0140,YM/WY,NA,5,11/06/2019,2019,10:49:00,9.8,1,12.3,32.32904188,NA,YM/WY,8956,NA,NA,12,0
1848,10725,T047,CT0140,YM/WY,NA,10,16/06/2019,2019,11:23:00,20.3,1,19.5,36.44510206,NA,YM/WY,8956,NA,NA,12,0
1850,10725,T047,CT0140,YM/WY,NA,12,18/06/2019,2019,08:21:00,22.9,1,20.5,39,NA,YM/WY,8956,NA,NA,12,1
1851,10726,T046,CT0141,OY/WM,WM/WV,2,08/06/2019,2019,07:12:00,4.7,2,14.9,32.21832363,T044,OY/WM,10154,WM/WV,10535,5,0
1852,10726,T044,CT0141,WM/CO,NB/YM,5,11/06/2019,2019,10:20:00,8,1,12.7,31.20087713,NA,WM/CO,10581,NB/YM,9093,5,1
1855,10727,T047,CT0142,YM/WY,NA,2,08/06/2019,2019,07:20:00,4.5,1,14.7,28.10707901,T044,YM/WY,8956,NA,NA,10,0
1854,10727,T044,CT0142,WM/CO,NB/YM,5,11/06/2019,2019,10:20:00,9.8,2,12.7,32.56799396,NA,WM/CO,10581,NB/YM,9093,10,0
1853,10727,T044,CT0142,WM/CO,NB/YM,10,16/06/2019,2019,09:39:00,9.9,2,16.7,15.92595128,NA,WM/CO,10581,NB/YM,9093,10,1
1859,10729,T045,CT0143,NA,NA,2,09/06/2019,2019,08:38:00,5.3,1,18.6,32.79434435,NA,NA,NA,NA,NA,12,0
1857,10729,T045,CT0143,NA,NA,5,12/06/2019,2019,07:35:00,11.9,3,12.8,31.80009166,NA,NA,NA,NA,NA,12,0
1858,10729,T045,CT0143,NA,NA,10,17/06/2019,2019,09:17:00,18.5,1,17.4,37.2,NA,NA,NA,NA,NA,12,0
1856,10729,T045,CT0143,NA,NA,12,19/06/2019,2019,08:38:00,20.8,2,17.8,36.43733161,NA,NA,NA,NA,NA,12,1
1860,10730,T045,CT0144,NA,NA,2,09/06/2019,2019,08:38:00,6,2,18.5,32.83828497,NA,NA,NA,NA,NA,12,0
1861,10730,T045,CT0144,NA,NA,5,12/06/2019,2019,07:35:00,11.8,2,12.9,33.10388032,NA,NA,NA,NA,NA,12,0
1862,10730,T045,CT0144,NA,NA,10,17/06/2019,2019,09:17:00,17.9,2,17.4,37.41093957,NA,NA,NA,NA,NA,12,0
1863,10730,T045,CT0144,NA,NA,12,19/06/2019,2019,08:38:00,22,1,17.8,37.97257394,NA,NA,NA,NA,NA,12,1
1866,10731,T045,CT0145,NA,NA,2,09/06/2019,2019,08:38:00,5.1,3,18.4,31.75286258,NA,NA,NA,NA,NA,12,0
1865,10731,T045,CT0145,NA,NA,5,12/06/2019,2019,07:35:00,8.6,1,13,29.00911513,NA,NA,NA,NA,NA,12,0
1864,10731,T045,CT0145,NA,NA,10,17/06/2019,2019,09:17:00,15,3,17.4,37.83347292,NA,NA,NA,NA,NA,12,0
1867,10731,T045,CT0145,NA,NA,12,19/06/2019,2019,08:38:00,17.5,3,17.8,38.21138404,NA,NA,NA,NA,NA,12,1
1868,10734,T051,CT0148,CC/MW,OR/YM,2,10/06/2019,2019,09:32:00,2.2,1,15.5,21.7,NA,CC/MW,10351,OR/YM,9116,2,1
1870,10735,T051,CT0149,CC/MW,OR/YM,2,10/06/2019,2019,09:32:00,3.2,2,15.6,22.3,NA,CC/MW,10351,OR/YM,9116,5,0
1869,10735,T051,CT0149,CC/MW,OR/YM,5,13/06/2019,2019,08:00:00,5.5,1,15.8,32.23051189,NA,CC/MW,10351,OR/YM,9116,5,1
1871,10742,T056,CT0155,WD/WM,ND/MW,2,13/06/2019,2019,07:07:00,1.9,1,12,29.4,NA,WD/WM,10350,ND/MW,10022,5,0
1872,10742,T056,CT0155,WD/WM,ND/MW,5,16/06/2019,2019,07:26:00,4,1,13.4,34.95390727,NA,WD/WM,10350,ND/MW,10022,5,1
1874,10760,T061,CT0165,MW/DB,BB/MC,2,28/06/2019,2019,09:01:00,2.8,1,21.2,31.4,NA,MW/DB,10377,BB/MC,10584,12,0
1876,10743,T056,CT0156,WD/WM,ND/MW,2,13/06/2019,2019,07:07:00,2.8,2,12,28.7,NA,WD/WM,10350,ND/MW,10022,12,0
1877,10743,T056,CT0156,WD/WM,ND/MW,5,16/06/2019,2019,07:26:00,5.7,2,13.5,35.33692184,NA,WD/WM,10350,ND/MW,10022,12,0
1873,10743,T056,CT0156,WD/WM,ND/MW,10,21/06/2019,2019,07:26:00,15.6,1,13.2,38.17680149,NA,WD/WM,10350,ND/MW,10022,12,0
1875,10743,T056,CT0156,WD/WM,ND/MW,12,21/06/2019,2019,08:58:00,21,1,13.2,38.17680149,NA,WD/WM,10350,ND/MW,10022,12,1
1878,10744,T056,CT0157,WD/WM,ND/MW,2,13/06/2019,2019,07:07:00,2.5,3,12.1,29.5,NA,WD/WM,10350,ND/MW,10022,2,1
1879,10745,T056,CT0158,WD/WM,ND/MW,2,13/06/2019,2019,07:07:00,1.7,4,12.1,28.7,NA,WD/WM,10350,ND/MW,10022,2,1
1880,10757,T060,CT0162,NO/YM,YM/VV,2,24/06/2019,2019,08:19:00,4.1,1,14.9,33.5,NA,NO/YM,9099,YM/VV,8978,5,0
1881,10757,T060,CT0162,NO/YM,YM/VV,5,27/06/2019,2019,08:37:00,9.1,1,14.5,35.18283239,NA,NO/YM,9099,YM/VV,8978,5,1
1882,10758,T060,CT0163,NO/YM,YM/VV,2,24/06/2019,2019,08:19:00,4.8,2,14.9,34,NA,NO/YM,9099,YM/VV,8978,5,0
1883,10758,T060,CT0163,NO/YM,YM/VV,5,27/06/2019,2019,08:37:00,11.2,2,14.5,35.10700743,NA,NO/YM,9099,YM/VV,8978,5,1
1884,10759,T060,CT0164,NO/YM,YM/VV,2,24/06/2019,2019,08:19:00,2.2,3,14.9,33.1,NA,NO/YM,9099,YM/VV,8978,2,1
1885,10760,T061,CT0165,MW/DB,BB/MC,5,01/07/2019,2019,09:10:00,5.7,1,20.8,31.83208075,NA,MW/DB,10377,BB/MC,10584,12,0
1886,10760,T061,CT0165,MW/DB,BB/MC,10,06/07/2019,2019,08:19:00,12.4,1,22.1,35.37934811,NA,MW/DB,10377,BB/MC,10584,12,0
1887,10760,T061,CT0165,MW/DB,BB/MC,12,08/07/2019,2019,09:36:00,15.2,1,21.4,38.16804519,NA,MW/DB,10377,BB/MC,10584,12,1
1891,10763,T062,CT0167,CR/YM,NA,2,02/07/2019,2019,10:12:00,3,1,23.2,29.94319995,NA,CR/YM,9159,NA,NA,12,0
1889,10763,T062,CT0167,CR/YM,NA,5,05/07/2019,2019,11:43:00,10.3,1,21.9,37.49587236,NA,CR/YM,9159,NA,NA,12,0
1890,10763,T062,CT0167,CR/YM,NA,10,10/07/2019,2019,08:25:00,25.2,3,17.3,38.79872309,NA,CR/YM,9159,NA,NA,12,0
1888,10763,T062,CT0167,CR/YM,NA,12,12/07/2019,2019,08:27:00,25.4,3,20.5,39.02028215,NA,CR/YM,9159,NA,NA,12,1
1894,10764,T062,CT0168,CR/YM,NA,2,02/07/2019,2019,10:12:00,2.4,2,23.2,30.8,NA,CR/YM,9159,NA,NA,12,0
1892,10764,T062,CT0168,CR/YM,NA,5,05/07/2019,2019,11:43:00,9.1,3,21.9,37.46154785,NA,CR/YM,9159,NA,NA,12,0
1893,10764,T062,CT0168,CR/YM,NA,10,10/07/2019,2019,08:25:00,24.9,1,17.2,40.15247403,NA,CR/YM,9159,NA,NA,12,0
1895,10764,T062,CT0168,CR/YM,NA,12,12/07/2019,2019,08:27:00,26.4,1,20.5,38.7026201,NA,CR/YM,9159,NA,NA,12,1
1899,10765,T062,CT0169,CR/YM,NA,2,02/07/2019,2019,10:12:00,4.4,3,23.2,31.8,NA,CR/YM,9159,NA,NA,12,0
1898,10765,T062,CT0169,CR/YM,NA,5,05/07/2019,2019,11:43:00,12.5,2,21.9,27.61967337,NA,CR/YM,9159,NA,NA,12,0
1896,10765,T062,CT0169,CR/YM,NA,10,10/07/2019,2019,08:25:00,24.2,2,17.2,39.46209964,NA,CR/YM,9159,NA,NA,12,0
1897,10765,T062,CT0169,CR/YM,NA,12,12/07/2019,2019,08:27:00,22.8,2,20.5,39.37987727,NA,CR/YM,9159,NA,NA,12,1
1902,10767,T063,CT0170,MY/BR,NA,2,03/07/2019,2019,09:18:00,6.3,1,22.4,34.9,NA,MY/BR,8788,NA,NA,12,0
1903,10767,T063,CT0170,MY/BR,NA,5,06/07/2019,2019,07:44:00,14.2,2,21.4,37.92439781,NA,MY/BR,8788,NA,NA,12,0
1901,10767,T063,CT0170,MY/BR,NA,10,11/07/2019,2019,07:57:00,26.1,2,22.3,39.0791071,NA,MY/BR,8788,NA,NA,12,0
1900,10767,T063,CT0170,MY/BR,NA,12,13/07/2019,2019,08:14:00,24.8,3,20.2,38.80509235,NA,MY/BR,8788,NA,NA,12,1
1906,10768,T063,CT0171,MY/BR,NA,2,03/07/2019,2019,09:18:00,3.3,2,22.4,32.5,NA,MY/BR,8788,NA,NA,12,0
1904,10768,T063,CT0171,MY/BR,NA,5,06/07/2019,2019,07:44:00,9.5,3,21.5,36.5757791,NA,MY/BR,8788,NA,NA,12,0
1907,10768,T063,CT0171,MY/BR,NA,10,11/07/2019,2019,07:57:00,23.1,3,22.3,40.2205411,NA,MY/BR,8788,NA,NA,12,0
1905,10768,T063,CT0171,MY/BR,NA,12,13/07/2019,2019,08:14:00,22.8,1,20.2,37.87445547,NA,MY/BR,8788,NA,NA,12,1
1911,10769,T063,CT0172,MY/BR,NA,2,03/07/2019,2019,09:18:00,5.8,3,22.4,34,NA,MY/BR,8788,NA,NA,12,0
1908,10769,T063,CT0172,MY/BR,NA,5,06/07/2019,2019,07:44:00,15,1,21.4,38.08379933,NA,MY/BR,8788,NA,NA,12,0
1910,10769,T063,CT0172,MY/BR,NA,10,11/07/2019,2019,07:57:00,26.9,1,22.4,39.21224567,NA,MY/BR,8788,NA,NA,12,0
1909,10769,T063,CT0172,MY/BR,NA,12,13/07/2019,2019,08:14:00,25.1,2,20.2,38.63539381,NA,MY/BR,8788,NA,NA,12,1
1912,10780,T064,CT0173,NM/YB,DR/MN,2,06/07/2019,2019,07:51:00,3.6,1,21.7,36.66910636,NA,NM/YB,9471,DR/MN,9667,5,0
1913,10780,T064,CT0173,NM/YB,DR/MN,5,09/07/2019,2019,08:50:00,10.2,1,23.5,37.50576511,NA,NM/YB,9471,DR/MN,9667,5,1
1916,10781,T064,CT0174,NM/YB,DR/MN,2,06/07/2019,2019,07:51:00,3.5,2,21.7,35.58745558,NA,NM/YB,9471,DR/MN,9667,12,0
1917,10781,T064,CT0174,NM/YB,DR/MN,5,09/07/2019,2019,08:50:00,11.2,2,23.5,38.20693967,NA,NM/YB,9471,DR/MN,9667,12,0
1914,10781,T064,CT0174,NM/YB,DR/MN,10,14/07/2019,2019,08:19:00,24.3,1,19.8,37.4,NA,NM/YB,9471,DR/MN,9667,12,0
